estado,fecha,promedio_dias
Wyoming,2014-08,72.0
Puerto Rico,2014-08,
California,2014-09,68.0
Texas,2014-09,68.0
New York,2014-09,138.0
Florida,2014-09,103.0
Illinois,2014-09,104.0
Pennsylvania,2014-09,106.0
Ohio,2014-09,93.0
Michigan,2014-09,93.0
Georgia,2014-09,95.0
North Carolina,2014-09,108.0
New Jersey,2014-09,125.0
Virginia,2014-09,93.0
Washington,2014-09,81.0
Massachusetts,2014-09,91.0
Indiana,2014-09,96.0
Arizona,2014-09,94.0
Tennessee,2014-09,100.0
Missouri,2014-09,91.0
Maryland,2014-09,106.0
Wisconsin,2014-09,105.0
Minnesota,2014-09,91.5
Colorado,2014-09,62.0
Alabama,2014-09,117.0
South Carolina,2014-09,114.0
Louisiana,2014-09,96.0
Kentucky,2014-09,100.0
Oregon,2014-09,81.0
Oklahoma,2014-09,83.0
Connecticut,2014-09,118.0
Iowa,2014-09,93.0
Mississippi,2014-09,124.0
Arkansas,2014-09,115.0
Kansas,2014-09,83.0
Utah,2014-09,82.0
Nevada,2014-09,78.0
New Mexico,2014-09,108.0
West Virginia,2014-09,111.0
Nebraska,2014-09,77.0
Idaho,2014-09,89.0
Hawaii,2014-09,79.0
Maine,2014-09,108.0
New Hampshire,2014-09,98.0
Rhode Island,2014-09,111.0
Montana,2014-09,92.0
Delaware,2014-09,109.0
South Dakota,2014-09,78.0
Alaska,2014-09,78.0
North Dakota,2014-09,77.0
Vermont,2014-09,125.0
District of Columbia,2014-09,66.0
Wyoming,2014-09,76.5
Puerto Rico,2014-09,
California,2014-10,71.0
Texas,2014-10,73.0
New York,2014-10,145.0
Florida,2014-10,103.0
Illinois,2014-10,108.0
Pennsylvania,2014-10,113.0
Ohio,2014-10,101.0
Michigan,2014-10,98.0
Georgia,2014-10,99.0
North Carolina,2014-10,113.0
New Jersey,2014-10,133.0
Virginia,2014-10,100.0
Washington,2014-10,85.0
Massachusetts,2014-10,92.0
Indiana,2014-10,103.0
Arizona,2014-10,93.0
Tennessee,2014-10,104.0
Missouri,2014-10,97.0
Maryland,2014-10,112.0
Wisconsin,2014-10,112.0
Minnesota,2014-10,84.0
Colorado,2014-10,66.0
Alabama,2014-10,121.0
South Carolina,2014-10,117.0
Louisiana,2014-10,105.0
Kentucky,2014-10,103.0
Oregon,2014-10,85.0
Oklahoma,2014-10,90.0
Connecticut,2014-10,125.0
Iowa,2014-10,96.0
Mississippi,2014-10,117.0
Arkansas,2014-10,117.0
Kansas,2014-10,93.0
Utah,2014-10,86.0
Nevada,2014-10,84.0
New Mexico,2014-10,114.0
West Virginia,2014-10,120.0
Nebraska,2014-10,78.0
Idaho,2014-10,91.0
Hawaii,2014-10,85.0
Maine,2014-10,118.0
New Hampshire,2014-10,111.0
Rhode Island,2014-10,114.0
Montana,2014-10,92.0
Delaware,2014-10,118.0
South Dakota,2014-10,80.0
Alaska,2014-10,83.5
North Dakota,2014-10,72.0
Vermont,2014-10,145.5
District of Columbia,2014-10,53.0
Wyoming,2014-10,90.0
Puerto Rico,2014-10,
California,2014-11,72.0
Texas,2014-11,76.0
New York,2014-11,153.0
Florida,2014-11,105.0
Illinois,2014-11,112.0
Pennsylvania,2014-11,117.0
Ohio,2014-11,105.0
Michigan,2014-11,116.0
Georgia,2014-11,103.0
North Carolina,2014-11,116.0
New Jersey,2014-11,137.0
Virginia,2014-11,104.0
Washington,2014-11,92.0
Massachusetts,2014-11,90.0
Indiana,2014-11,110.0
Arizona,2014-11,88.0
Tennessee,2014-11,105.0
Missouri,2014-11,101.0
Maryland,2014-11,114.0
Wisconsin,2014-11,118.0
Minnesota,2014-11,89.0
Colorado,2014-11,68.0
Alabama,2014-11,122.5
South Carolina,2014-11,116.0
Louisiana,2014-11,109.0
Kentucky,2014-11,104.0
Oregon,2014-11,96.0
Oklahoma,2014-11,90.0
Connecticut,2014-11,132.0
Iowa,2014-11,97.0
Mississippi,2014-11,123.0
Arkansas,2014-11,115.0
Kansas,2014-11,91.0
Utah,2014-11,86.0
Nevada,2014-11,83.0
New Mexico,2014-11,121.0
West Virginia,2014-11,110.0
Nebraska,2014-11,83.0
Idaho,2014-11,98.0
Hawaii,2014-11,87.0
Maine,2014-11,134.0
New Hampshire,2014-11,116.0
Rhode Island,2014-11,116.0
Montana,2014-11,113.5
Delaware,2014-11,111.0
South Dakota,2014-11,82.0
Alaska,2014-11,98.0
North Dakota,2014-11,69.0
Vermont,2014-11,164.0
District of Columbia,2014-11,60.0
Wyoming,2014-11,85.0
Puerto Rico,2014-11,
California,2014-12,79.0
Texas,2014-12,77.0
New York,2014-12,157.0
Florida,2014-12,105.0
Illinois,2014-12,119.0
Pennsylvania,2014-12,118.0
Ohio,2014-12,112.0
Michigan,2014-12,112.0
Georgia,2014-12,102.0
North Carolina,2014-12,124.0
New Jersey,2014-12,139.0
Virginia,2014-12,110.0
Washington,2014-12,95.0
Massachusetts,2014-12,96.0
Indiana,2014-12,112.0
Arizona,2014-12,88.0
Tennessee,2014-12,113.0
Missouri,2014-12,102.0
Maryland,2014-12,116.0
Wisconsin,2014-12,122.0
Minnesota,2014-12,92.0
Colorado,2014-12,72.0
Alabama,2014-12,129.0
South Carolina,2014-12,124.0
Louisiana,2014-12,106.0
Kentucky,2014-12,118.0
Oregon,2014-12,101.0
Oklahoma,2014-12,100.0
Connecticut,2014-12,137.0
Iowa,2014-12,104.0
Mississippi,2014-12,118.0
Arkansas,2014-12,127.0
Kansas,2014-12,97.0
Utah,2014-12,92.0
Nevada,2014-12,92.0
New Mexico,2014-12,119.0
West Virginia,2014-12,127.0
Nebraska,2014-12,85.0
Idaho,2014-12,105.0
Hawaii,2014-12,83.0
Maine,2014-12,143.0
New Hampshire,2014-12,130.0
Rhode Island,2014-12,122.0
Montana,2014-12,104.0
Delaware,2014-12,118.0
South Dakota,2014-12,82.0
Alaska,2014-12,105.0
North Dakota,2014-12,76.0
Vermont,2014-12,166.0
District of Columbia,2014-12,73.0
Wyoming,2014-12,91.0
Puerto Rico,2014-12,
California,2015-01,89.0
Texas,2015-01,84.0
New York,2015-01,163.0
Florida,2015-01,110.0
Illinois,2015-01,130.0
Pennsylvania,2015-01,129.0
Ohio,2015-01,123.0
Michigan,2015-01,118.0
Georgia,2015-01,113.0
North Carolina,2015-01,132.0
New Jersey,2015-01,152.0
Virginia,2015-01,121.0
Washington,2015-01,106.0
Massachusetts,2015-01,114.0
Indiana,2015-01,123.0
Arizona,2015-01,98.0
Tennessee,2015-01,122.0
Missouri,2015-01,107.0
Maryland,2015-01,127.0
Wisconsin,2015-01,129.0
Minnesota,2015-01,111.0
Colorado,2015-01,76.0
Alabama,2015-01,130.0
South Carolina,2015-01,137.0
Louisiana,2015-01,111.0
Kentucky,2015-01,123.0
Oregon,2015-01,112.5
Oklahoma,2015-01,109.0
Connecticut,2015-01,148.0
Iowa,2015-01,114.0
Mississippi,2015-01,136.0
Arkansas,2015-01,133.0
Kansas,2015-01,106.0
Utah,2015-01,104.0
Nevada,2015-01,98.0
New Mexico,2015-01,139.0
West Virginia,2015-01,137.0
Nebraska,2015-01,101.0
Idaho,2015-01,113.0
Hawaii,2015-01,104.0
Maine,2015-01,158.0
New Hampshire,2015-01,153.0
Rhode Island,2015-01,136.0
Montana,2015-01,119.0
Delaware,2015-01,118.0
South Dakota,2015-01,99.5
Alaska,2015-01,107.0
North Dakota,2015-01,85.0
Vermont,2015-01,183.0
District of Columbia,2015-01,88.0
Wyoming,2015-01,87.0
Puerto Rico,2015-01,
California,2015-02,88.0
Texas,2015-02,80.0
New York,2015-02,166.0
Florida,2015-02,107.0
Illinois,2015-02,134.0
Pennsylvania,2015-02,136.0
Ohio,2015-02,128.0
Michigan,2015-02,120.0
Georgia,2015-02,115.0
North Carolina,2015-02,132.0
New Jersey,2015-02,155.0
Virginia,2015-02,122.0
Washington,2015-02,105.0
Massachusetts,2015-02,123.0
Indiana,2015-02,126.0
Arizona,2015-02,97.0
Tennessee,2015-02,125.0
Missouri,2015-02,115.0
Maryland,2015-02,135.0
Wisconsin,2015-02,141.0
Minnesota,2015-02,125.0
Colorado,2015-02,75.0
Alabama,2015-02,135.0
South Carolina,2015-02,132.0
Louisiana,2015-02,121.0
Kentucky,2015-02,127.0
Oregon,2015-02,104.0
Oklahoma,2015-02,111.0
Connecticut,2015-02,151.0
Iowa,2015-02,120.0
Mississippi,2015-02,130.0
Arkansas,2015-02,137.0
Kansas,2015-02,108.0
Utah,2015-02,102.0
Nevada,2015-02,94.0
New Mexico,2015-02,138.0
West Virginia,2015-02,142.0
Nebraska,2015-02,99.0
Idaho,2015-02,108.0
Hawaii,2015-02,100.0
Maine,2015-02,169.0
New Hampshire,2015-02,141.0
Rhode Island,2015-02,152.0
Montana,2015-02,146.5
Delaware,2015-02,145.0
South Dakota,2015-02,119.0
Alaska,2015-02,107.0
North Dakota,2015-02,97.0
Vermont,2015-02,212.0
District of Columbia,2015-02,90.0
Wyoming,2015-02,97.0
Puerto Rico,2015-02,
California,2015-03,66.0
Texas,2015-03,64.0
New York,2015-03,177.0
Florida,2015-03,104.0
Illinois,2015-03,133.0
Pennsylvania,2015-03,140.0
Ohio,2015-03,128.0
Michigan,2015-03,124.0
Georgia,2015-03,98.0
North Carolina,2015-03,128.0
New Jersey,2015-03,157.0
Virginia,2015-03,115.0
Washington,2015-03,77.0
Massachusetts,2015-03,122.0
Indiana,2015-03,126.0
Arizona,2015-03,81.0
Tennessee,2015-03,121.0
Missouri,2015-03,109.0
Maryland,2015-03,127.0
Wisconsin,2015-03,148.0
Minnesota,2015-03,119.0
Colorado,2015-03,57.0
Alabama,2015-03,133.0
South Carolina,2015-03,132.0
Louisiana,2015-03,117.0
Kentucky,2015-03,115.0
Oregon,2015-03,83.0
Oklahoma,2015-03,105.0
Connecticut,2015-03,154.0
Iowa,2015-03,124.0
Mississippi,2015-03,120.5
Arkansas,2015-03,138.0
Kansas,2015-03,98.0
Utah,2015-03,81.0
Nevada,2015-03,76.0
New Mexico,2015-03,127.0
West Virginia,2015-03,143.5
Nebraska,2015-03,90.0
Idaho,2015-03,92.0
Hawaii,2015-03,93.0
Maine,2015-03,159.0
New Hampshire,2015-03,141.0
Rhode Island,2015-03,159.0
Montana,2015-03,107.5
Delaware,2015-03,139.0
South Dakota,2015-03,89.0
Alaska,2015-03,70.0
North Dakota,2015-03,83.5
Vermont,2015-03,193.0
District of Columbia,2015-03,60.0
Wyoming,2015-03,71.0
Puerto Rico,2015-03,
California,2015-04,61.0
Texas,2015-04,62.0
New York,2015-04,174.0
Florida,2015-04,94.0
Illinois,2015-04,110.0
Pennsylvania,2015-04,133.0
Ohio,2015-04,105.0
Michigan,2015-04,102.5
Georgia,2015-04,81.0
North Carolina,2015-04,98.0
New Jersey,2015-04,154.0
Virginia,2015-04,84.0
Washington,2015-04,62.0
Massachusetts,2015-04,100.0
Indiana,2015-04,104.0
Arizona,2015-04,77.0
Tennessee,2015-04,118.0
Missouri,2015-04,80.0
Maryland,2015-04,119.0
Wisconsin,2015-04,123.0
Minnesota,2015-04,84.0
Colorado,2015-04,55.0
Alabama,2015-04,112.0
South Carolina,2015-04,114.0
Louisiana,2015-04,100.0
Kentucky,2015-04,100.0
Oregon,2015-04,66.0
Oklahoma,2015-04,85.0
Connecticut,2015-04,151.0
Iowa,2015-04,96.0
Mississippi,2015-04,101.0
Arkansas,2015-04,126.0
Kansas,2015-04,70.0
Utah,2015-04,70.0
Nevada,2015-04,71.0
New Mexico,2015-04,113.5
West Virginia,2015-04,101.0
Nebraska,2015-04,75.0
Idaho,2015-04,75.0
Hawaii,2015-04,76.0
Maine,2015-04,156.0
New Hampshire,2015-04,119.0
Rhode Island,2015-04,139.0
Montana,2015-04,83.5
Delaware,2015-04,117.5
South Dakota,2015-04,80.0
Alaska,2015-04,70.0
North Dakota,2015-04,76.0
Vermont,2015-04,186.0
District of Columbia,2015-04,51.0
Wyoming,2015-04,68.0
Puerto Rico,2015-04,
California,2015-05,61.0
Texas,2015-05,61.0
New York,2015-05,161.0
Florida,2015-05,92.0
Illinois,2015-05,96.0
Pennsylvania,2015-05,104.0
Ohio,2015-05,89.0
Michigan,2015-05,87.0
Georgia,2015-05,76.0
North Carolina,2015-05,88.0
New Jersey,2015-05,126.0
Virginia,2015-05,76.0
Washington,2015-05,59.0
Massachusetts,2015-05,74.0
Indiana,2015-05,85.0
Arizona,2015-05,76.0
Tennessee,2015-05,105.0
Missouri,2015-05,72.0
Maryland,2015-05,98.0
Wisconsin,2015-05,94.0
Minnesota,2015-05,75.0
Colorado,2015-05,55.0
Alabama,2015-05,106.0
South Carolina,2015-05,104.0
Louisiana,2015-05,99.0
Kentucky,2015-05,88.0
Oregon,2015-05,62.0
Oklahoma,2015-05,82.0
Connecticut,2015-05,118.0
Iowa,2015-05,85.0
Mississippi,2015-05,110.0
Arkansas,2015-05,109.0
Kansas,2015-05,68.0
Utah,2015-05,70.0
Nevada,2015-05,73.0
New Mexico,2015-05,94.0
West Virginia,2015-05,110.0
Nebraska,2015-05,70.0
Idaho,2015-05,71.0
Hawaii,2015-05,71.0
Maine,2015-05,118.5
New Hampshire,2015-05,84.0
Rhode Island,2015-05,108.0
Montana,2015-05,73.0
Delaware,2015-05,110.5
South Dakota,2015-05,77.5
Alaska,2015-05,67.0
North Dakota,2015-05,68.0
Vermont,2015-05,191.0
District of Columbia,2015-05,50.0
Wyoming,2015-05,68.0
Puerto Rico,2015-05,
California,2015-06,61.0
Texas,2015-06,61.0
New York,2015-06,134.0
Florida,2015-06,93.0
Illinois,2015-06,94.0
Pennsylvania,2015-06,97.0
Ohio,2015-06,82.0
Michigan,2015-06,80.0
Georgia,2015-06,80.0
North Carolina,2015-06,93.0
New Jersey,2015-06,116.0
Virginia,2015-06,76.0
Washington,2015-06,61.0
Massachusetts,2015-06,72.0
Indiana,2015-06,80.0
Arizona,2015-06,77.0
Tennessee,2015-06,101.0
Missouri,2015-06,73.0
Maryland,2015-06,90.0
Wisconsin,2015-06,90.0
Minnesota,2015-06,77.0
Colorado,2015-06,60.0
Alabama,2015-06,105.0
South Carolina,2015-06,98.0
Louisiana,2015-06,94.0
Kentucky,2015-06,84.0
Oregon,2015-06,65.0
Oklahoma,2015-06,82.0
Connecticut,2015-06,103.0
Iowa,2015-06,85.0
Mississippi,2015-06,108.0
Arkansas,2015-06,108.0
Kansas,2015-06,73.0
Utah,2015-06,81.0
Nevada,2015-06,69.0
New Mexico,2015-06,91.0
West Virginia,2015-06,91.0
Nebraska,2015-06,69.0
Idaho,2015-06,71.0
Hawaii,2015-06,73.0
Maine,2015-06,90.0
New Hampshire,2015-06,79.0
Rhode Island,2015-06,81.0
Montana,2015-06,75.0
Delaware,2015-06,93.0
South Dakota,2015-06,80.0
Alaska,2015-06,72.0
North Dakota,2015-06,73.0
Vermont,2015-06,169.0
District of Columbia,2015-06,56.0
Wyoming,2015-06,68.0
Puerto Rico,2015-06,
California,2015-07,63.0
Texas,2015-07,62.0
New York,2015-07,125.0
Florida,2015-07,96.0
Illinois,2015-07,98.0
Pennsylvania,2015-07,97.0
Ohio,2015-07,83.0
Michigan,2015-07,82.0
Georgia,2015-07,82.0
North Carolina,2015-07,97.0
New Jersey,2015-07,116.0
Virginia,2015-07,81.0
Washington,2015-07,63.0
Massachusetts,2015-07,74.0
Indiana,2015-07,84.0
Arizona,2015-07,73.0
Tennessee,2015-07,96.0
Missouri,2015-07,76.0
Maryland,2015-07,93.0
Wisconsin,2015-07,93.0
Minnesota,2015-07,78.0
Colorado,2015-07,59.0
Alabama,2015-07,107.0
South Carolina,2015-07,95.0
Louisiana,2015-07,92.0
Kentucky,2015-07,83.0
Oregon,2015-07,65.0
Oklahoma,2015-07,81.0
Connecticut,2015-07,98.0
Iowa,2015-07,86.0
Mississippi,2015-07,112.0
Arkansas,2015-07,110.0
Kansas,2015-07,71.0
Utah,2015-07,77.0
Nevada,2015-07,70.0
New Mexico,2015-07,96.5
West Virginia,2015-07,93.0
Nebraska,2015-07,65.0
Idaho,2015-07,77.0
Hawaii,2015-07,80.0
Maine,2015-07,80.0
New Hampshire,2015-07,78.0
Rhode Island,2015-07,85.0
Montana,2015-07,78.0
Delaware,2015-07,95.0
South Dakota,2015-07,74.0
Alaska,2015-07,76.0
North Dakota,2015-07,76.0
Vermont,2015-07,124.0
District of Columbia,2015-07,62.0
Wyoming,2015-07,74.0
Puerto Rico,2015-07,
California,2015-08,63.0
Texas,2015-08,62.0
New York,2015-08,126.0
Florida,2015-08,99.0
Illinois,2015-08,102.0
Pennsylvania,2015-08,98.0
Ohio,2015-08,84.0
Michigan,2015-08,86.0
Georgia,2015-08,84.0
North Carolina,2015-08,98.0
New Jersey,2015-08,119.0
Virginia,2015-08,88.0
Washington,2015-08,66.0
Massachusetts,2015-08,79.0
Indiana,2015-08,90.0
Arizona,2015-08,74.0
Tennessee,2015-08,95.0
Missouri,2015-08,78.0
Maryland,2015-08,99.0
Wisconsin,2015-08,93.0
Minnesota,2015-08,80.0
Colorado,2015-08,59.0
Alabama,2015-08,109.0
South Carolina,2015-08,97.0
Louisiana,2015-08,92.0
Kentucky,2015-08,88.0
Oregon,2015-08,68.0
Oklahoma,2015-08,80.5
Connecticut,2015-08,104.0
Iowa,2015-08,86.0
Mississippi,2015-08,107.0
Arkansas,2015-08,104.0
Kansas,2015-08,74.0
Utah,2015-08,77.0
Nevada,2015-08,72.0
New Mexico,2015-08,101.0
West Virginia,2015-08,105.0
Nebraska,2015-08,64.0
Idaho,2015-08,78.0
Hawaii,2015-08,74.0
Maine,2015-08,94.0
New Hampshire,2015-08,86.0
Rhode Island,2015-08,93.0
Montana,2015-08,78.0
Delaware,2015-08,104.0
South Dakota,2015-08,70.5
Alaska,2015-08,77.0
North Dakota,2015-08,73.0
Vermont,2015-08,128.0
District of Columbia,2015-08,63.0
Wyoming,2015-08,70.5
Puerto Rico,2015-08,
California,2015-09,65.0
Texas,2015-09,66.0
New York,2015-09,137.0
Florida,2015-09,99.0
Illinois,2015-09,106.0
Pennsylvania,2015-09,105.0
Ohio,2015-09,90.0
Michigan,2015-09,90.0
Georgia,2015-09,91.0
North Carolina,2015-09,102.0
New Jersey,2015-09,127.0
Virginia,2015-09,93.0
Washington,2015-09,67.0
Massachusetts,2015-09,86.0
Indiana,2015-09,94.0
Arizona,2015-09,76.0
Tennessee,2015-09,93.0
Missouri,2015-09,80.0
Maryland,2015-09,110.0
Wisconsin,2015-09,99.0
Minnesota,2015-09,82.0
Colorado,2015-09,61.0
Alabama,2015-09,118.0
South Carolina,2015-09,102.0
Louisiana,2015-09,96.0
Kentucky,2015-09,91.0
Oregon,2015-09,70.0
Oklahoma,2015-09,84.0
Connecticut,2015-09,118.0
Iowa,2015-09,87.0
Mississippi,2015-09,106.0
Arkansas,2015-09,106.0
Kansas,2015-09,75.0
Utah,2015-09,78.0
Nevada,2015-09,73.0
New Mexico,2015-09,104.0
West Virginia,2015-09,109.0
Nebraska,2015-09,69.0
Idaho,2015-09,80.0
Hawaii,2015-09,76.0
Maine,2015-09,105.0
New Hampshire,2015-09,92.0
Rhode Island,2015-09,105.0
Montana,2015-09,84.0
Delaware,2015-09,104.5
South Dakota,2015-09,75.0
Alaska,2015-09,83.0
North Dakota,2015-09,78.0
Vermont,2015-09,129.0
District of Columbia,2015-09,64.0
Wyoming,2015-09,76.0
Puerto Rico,2015-09,
California,2015-10,69.0
Texas,2015-10,72.0
New York,2015-10,143.0
Florida,2015-10,98.0
Illinois,2015-10,111.0
Pennsylvania,2015-10,110.0
Ohio,2015-10,94.0
Michigan,2015-10,97.0
Georgia,2015-10,93.0
North Carolina,2015-10,106.0
New Jersey,2015-10,137.0
Virginia,2015-10,99.0
Washington,2015-10,70.0
Massachusetts,2015-10,87.0
Indiana,2015-10,98.0
Arizona,2015-10,77.0
Tennessee,2015-10,94.0
Missouri,2015-10,84.0
Maryland,2015-10,112.0
Wisconsin,2015-10,106.0
Minnesota,2015-10,83.0
Colorado,2015-10,65.0
Alabama,2015-10,124.0
South Carolina,2015-10,108.0
Louisiana,2015-10,93.0
Kentucky,2015-10,93.0
Oregon,2015-10,73.0
Oklahoma,2015-10,89.0
Connecticut,2015-10,123.0
Iowa,2015-10,91.0
Mississippi,2015-10,106.0
Arkansas,2015-10,104.0
Kansas,2015-10,75.5
Utah,2015-10,76.0
Nevada,2015-10,76.0
New Mexico,2015-10,100.0
West Virginia,2015-10,119.0
Nebraska,2015-10,71.0
Idaho,2015-10,84.0
Hawaii,2015-10,88.0
Maine,2015-10,121.0
New Hampshire,2015-10,109.0
Rhode Island,2015-10,108.0
Montana,2015-10,93.0
Delaware,2015-10,104.0
South Dakota,2015-10,73.0
Alaska,2015-10,86.0
North Dakota,2015-10,78.0
Vermont,2015-10,158.0
District of Columbia,2015-10,54.0
Wyoming,2015-10,80.0
Puerto Rico,2015-10,
California,2015-11,73.0
Texas,2015-11,77.0
New York,2015-11,154.0
Florida,2015-11,99.0
Illinois,2015-11,115.0
Pennsylvania,2015-11,112.0
Ohio,2015-11,100.0
Michigan,2015-11,109.0
Georgia,2015-11,101.0
North Carolina,2015-11,106.0
New Jersey,2015-11,142.0
Virginia,2015-11,106.0
Washington,2015-11,75.0
Massachusetts,2015-11,87.0
Indiana,2015-11,102.0
Arizona,2015-11,77.0
Tennessee,2015-11,101.0
Missouri,2015-11,90.0
Maryland,2015-11,113.0
Wisconsin,2015-11,105.0
Minnesota,2015-11,90.0
Colorado,2015-11,70.0
Alabama,2015-11,124.0
South Carolina,2015-11,112.0
Louisiana,2015-11,92.0
Kentucky,2015-11,97.0
Oregon,2015-11,80.0
Oklahoma,2015-11,91.0
Connecticut,2015-11,133.5
Iowa,2015-11,92.0
Mississippi,2015-11,102.0
Arkansas,2015-11,112.0
Kansas,2015-11,80.0
Utah,2015-11,78.0
Nevada,2015-11,82.0
New Mexico,2015-11,109.0
West Virginia,2015-11,123.0
Nebraska,2015-11,75.0
Idaho,2015-11,93.0
Hawaii,2015-11,83.0
Maine,2015-11,137.0
New Hampshire,2015-11,109.0
Rhode Island,2015-11,112.0
Montana,2015-11,105.0
Delaware,2015-11,96.0
South Dakota,2015-11,84.0
Alaska,2015-11,94.0
North Dakota,2015-11,85.0
Vermont,2015-11,152.0
District of Columbia,2015-11,62.0
Wyoming,2015-11,86.0
Puerto Rico,2015-11,
California,2015-12,78.0
Texas,2015-12,81.0
New York,2015-12,158.0
Florida,2015-12,99.0
Illinois,2015-12,120.0
Pennsylvania,2015-12,116.0
Ohio,2015-12,105.0
Michigan,2015-12,110.0
Georgia,2015-12,108.0
North Carolina,2015-12,114.0
New Jersey,2015-12,140.0
Virginia,2015-12,110.0
Washington,2015-12,82.0
Massachusetts,2015-12,93.0
Indiana,2015-12,109.0
Arizona,2015-12,80.0
Tennessee,2015-12,110.0
Missouri,2015-12,94.0
Maryland,2015-12,118.0
Wisconsin,2015-12,116.0
Minnesota,2015-12,95.0
Colorado,2015-12,76.0
Alabama,2015-12,131.0
South Carolina,2015-12,119.0
Louisiana,2015-12,106.0
Kentucky,2015-12,103.0
Oregon,2015-12,84.0
Oklahoma,2015-12,98.0
Connecticut,2015-12,140.0
Iowa,2015-12,101.0
Mississippi,2015-12,105.0
Arkansas,2015-12,120.0
Kansas,2015-12,85.0
Utah,2015-12,84.0
Nevada,2015-12,90.0
New Mexico,2015-12,116.0
West Virginia,2015-12,119.0
Nebraska,2015-12,78.0
Idaho,2015-12,95.0
Hawaii,2015-12,95.0
Maine,2015-12,134.0
New Hampshire,2015-12,115.0
Rhode Island,2015-12,115.0
Montana,2015-12,109.5
Delaware,2015-12,112.0
South Dakota,2015-12,78.0
Alaska,2015-12,103.0
North Dakota,2015-12,91.0
Vermont,2015-12,170.0
District of Columbia,2015-12,69.0
Wyoming,2015-12,89.0
Puerto Rico,2015-12,
California,2016-01,87.0
Texas,2016-01,89.0
New York,2016-01,165.0
Florida,2016-01,104.0
Illinois,2016-01,132.0
Pennsylvania,2016-01,129.0
Ohio,2016-01,113.0
Michigan,2016-01,117.0
Georgia,2016-01,112.0
North Carolina,2016-01,121.0
New Jersey,2016-01,148.0
Virginia,2016-01,121.0
Washington,2016-01,92.0
Massachusetts,2016-01,111.0
Indiana,2016-01,112.0
Arizona,2016-01,89.0
Tennessee,2016-01,116.0
Missouri,2016-01,107.0
Maryland,2016-01,129.0
Wisconsin,2016-01,122.0
Minnesota,2016-01,106.0
Colorado,2016-01,83.0
Alabama,2016-01,137.0
South Carolina,2016-01,132.0
Louisiana,2016-01,120.0
Kentucky,2016-01,112.0
Oregon,2016-01,95.0
Oklahoma,2016-01,109.0
Connecticut,2016-01,150.0
Iowa,2016-01,109.0
Mississippi,2016-01,118.0
Arkansas,2016-01,128.0
Kansas,2016-01,98.0
Utah,2016-01,97.0
Nevada,2016-01,96.0
New Mexico,2016-01,116.0
West Virginia,2016-01,148.0
Nebraska,2016-01,86.5
Idaho,2016-01,111.0
Hawaii,2016-01,99.0
Maine,2016-01,151.0
New Hampshire,2016-01,130.0
Rhode Island,2016-01,126.0
Montana,2016-01,108.0
Delaware,2016-01,137.0
South Dakota,2016-01,92.0
Alaska,2016-01,109.0
North Dakota,2016-01,110.0
Vermont,2016-01,202.0
District of Columbia,2016-01,82.0
Wyoming,2016-01,105.0
Puerto Rico,2016-01,
California,2016-02,86.0
Texas,2016-02,87.0
New York,2016-02,167.0
Florida,2016-02,104.0
Illinois,2016-02,139.0
Pennsylvania,2016-02,133.0
Ohio,2016-02,121.0
Michigan,2016-02,119.0
Georgia,2016-02,115.0
North Carolina,2016-02,125.0
New Jersey,2016-02,153.0
Virginia,2016-02,128.0
Washington,2016-02,87.0
Massachusetts,2016-02,125.0
Indiana,2016-02,125.0
Arizona,2016-02,91.0
Tennessee,2016-02,122.0
Missouri,2016-02,115.0
Maryland,2016-02,139.0
Wisconsin,2016-02,139.0
Minnesota,2016-02,117.0
Colorado,2016-02,83.0
Alabama,2016-02,139.0
South Carolina,2016-02,125.0
Louisiana,2016-02,117.0
Kentucky,2016-02,120.0
Oregon,2016-02,94.0
Oklahoma,2016-02,117.0
Connecticut,2016-02,163.0
Iowa,2016-02,120.0
Mississippi,2016-02,128.0
Arkansas,2016-02,128.0
Kansas,2016-02,101.0
Utah,2016-02,99.0
Nevada,2016-02,98.0
New Mexico,2016-02,119.0
West Virginia,2016-02,141.0
Nebraska,2016-02,99.0
Idaho,2016-02,108.0
Hawaii,2016-02,104.5
Maine,2016-02,160.0
New Hampshire,2016-02,139.0
Rhode Island,2016-02,135.0
Montana,2016-02,103.5
Delaware,2016-02,140.0
South Dakota,2016-02,102.0
Alaska,2016-02,85.0
North Dakota,2016-02,109.0
Vermont,2016-02,197.0
District of Columbia,2016-02,90.0
Wyoming,2016-02,103.5
Puerto Rico,2016-02,
California,2016-03,64.0
Texas,2016-03,70.0
New York,2016-03,175.0
Florida,2016-03,100.0
Illinois,2016-03,132.0
Pennsylvania,2016-03,136.0
Ohio,2016-03,118.0
Michigan,2016-03,118.0
Georgia,2016-03,102.5
North Carolina,2016-03,114.0
New Jersey,2016-03,148.0
Virginia,2016-03,117.0
Washington,2016-03,63.0
Massachusetts,2016-03,119.0
Indiana,2016-03,126.0
Arizona,2016-03,76.0
Tennessee,2016-03,113.0
Missouri,2016-03,98.0
Maryland,2016-03,137.0
Wisconsin,2016-03,136.0
Minnesota,2016-03,106.0
Colorado,2016-03,64.0
Alabama,2016-03,134.0
South Carolina,2016-03,122.0
Louisiana,2016-03,108.5
Kentucky,2016-03,115.0
Oregon,2016-03,70.0
Oklahoma,2016-03,112.0
Connecticut,2016-03,163.5
Iowa,2016-03,119.0
Mississippi,2016-03,121.0
Arkansas,2016-03,131.0
Kansas,2016-03,84.0
